prompt,completion,split
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 When are the withheld employment insurance premiums paid?
<|im_start|>Answer
",By the end of the following month after withholding from the employee's monthly wages.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How is taxable income calculated for non-residents in Japan?
<|im_start|>Answer
",Taxable income for non-residents is calculated within the scope of income established for each classification.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How is it determined whether a person is regarded as a manager/supervisor?
<|im_start|>Answer
",Whether he or she is regarded as a manager/supervisor is comprehensively judged by facts such as those below;<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the period of validity for resident cards in Japan?
<|im_start|>Answer
","Resident cards are valid for certain periods. For those 16 or older, the card is valid for 7 years from the date of issue. For non-permanent residents, the card is valid until the expiration date of their period of stay. For those under 16, the card is valid until their 16th birthday.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Can employees carry over unused paid leave days to the next year?
<|im_start|>Answer
","Yes, employees can carry over unused paid leave days to the next year, but only for one year.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Can an employee with a child aged less than three years old request to be exempted from non-scheduled work?
<|im_start|>Answer
","Yes, if an employee with a child aged less than three years old requests to be exempted from non-scheduled work, he/she must not be made to work in excess of prescribed working hours.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the maximum period for carrying forward net losses in Japan?
<|im_start|>Answer
","The maximum period for carrying forward net losses in Japan is nine years for losses arising before April 1, 2018, and ten years for losses arising from April 1, 2018, onwards.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What types of services are now accepted for the purpose of protection for the names of retail and wholesale stores and mail-order businesses?
<|im_start|>Answer
","Retail services, etc.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What happens to parts of a labor contract that do not meet the standards laid down by law?
<|im_start|>Answer
",They are invalid.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Can design rights lapse in Japan?
<|im_start|>Answer
","Yes, design rights can lapse in Japan after 20 years.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Is the establishment of an auditing committee required for small and medium companies in Japan?
<|im_start|>Answer
","No, the establishment of an auditing committee is not required for small and medium companies in Japan.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the relationship between a visa and status of residence in the context of entry and residence procedures in Japan?
<|im_start|>Answer
","A visa is a recommendation required for entry into Japan, while status of residence is the grounds on which a foreign national is permitted to stay in Japan and enables them to carry out specific activities.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What are the requirements for implementing the ""discretionary working system for planning services""?
<|im_start|>Answer
","Certain matters must be resolved with the majority votes of four-fifth or more of the committee members at the labor-management committee, and the matter must be registered to the Labor Standards Inspection Office.<|im_end|>",train
